player,age,dob,height_cm,club,rating
M. Meneses,20,28/03/1999,174,CD O'Higgins,62
G. Roemeratoe,19,19/08/1999,178,FC Twente,62
D. Jubitana,20,06/05/1999,173,Waasland-Beveren,62
O. Gaines,21,02/03/1998,181,SG Sonnenhof Großaspach,62
Ricardo Mangas,21,19/03/1998,179,CD Aves,62
V. Méndez,19,23/09/1999,175,Unión Española,62
A. Semprini,21,24/02/1998,182,Brescia,62
A. Al Amri,22,15/01/1997,185,Al Nassr,62
M. Okazaki,20,10/10/1998,181,FC Tokyo,62
Zhang Xiuwei,23,13/03/1996,173,Guangzhou Evergrande Taobao FC,62
A. Ghareeb,22,31/03/1997,165,Al Ahli,62
S. Córdova,22,12/06/1997,173,Club América,62
A. Dovbyk,22,21/06/1997,184,FC Midtjylland,62
W. Omsberg,23,21/09/1995,193,Minnesota United FC,62
Y. Goke,20,10/06/1999,183,Vissel Kobe,62
Ángel López,22,07/02/1997,172,SD Eibar,62
M. Camara,21,30/06/1998,178,AS Saint-Étienne,62
L. Gottwalt,21,16/09/1997,192,1. FC Kaiserslautern,62
V. Theocharis,20,06/07/1998,181,Panathinaikos FC,62
F. Sivetti,21,30/05/1998,178,Estudiantes de La Plata,62
A. Abqar,20,10/03/1999,188,Málaga CF,62
Óscar Gil,21,28/04/1998,180,Elche CF,62
B. Kouyaté,22,15/04/1997,193,ESTAC Troyes,62
J. Mancilla,21,18/02/1998,170,Alianza Petrolera,62
D. Benzar,21,30/12/1997,170,FC Voluntari,62
M. Svoboda,20,15/10/1998,195,WSG Tirol,62
A. Hagelskjær,22,16/02/1997,187,Silkeborg IF,62
N. Anđušić,22,17/10/1996,177,Trabzonspor,62
T. Pobega,19,15/07/1999,188,Pordenone,62
Y. Diori,21,08/09/1997,180,SD Ponferradina,62
Rodrigo Freitas,21,17/06/1998,189,Portimonense SC,62
V. Egri,21,02/04/1998,173,Sivasspor,62
F. Loshaj,22,13/08/1996,174,Politehnica Iaşi,62
M. Havekotte,23,12/09/1995,187,ADO Den Haag,62
J. Araya,23,25/03/1996,176,CD Palestino,62
H. Gulden,23,29/12/1995,179,Mjøndalen IF,62
G. Maris,23,06/03/1996,180,Cambridge United,62
S. Friðjónsson,23,22/02/1996,186,Viking FK,62
C. McGrandles,23,24/09/1995,185,Milton Keynes Dons,62
I. Cissé,23,02/05/1996,185,Angers SCO,62
Carlos Alves,21,19/02/1998,187,Rio Ave FC,62
F. Ahumada,23,26/04/1996,180,CD Palestino,62
J. Broh Tonye,22,21/03/1997,180,Cosenza,62
M. Piccinocchi,24,21/02/1995,172,Ascoli,62
D. Herazo,23,14/04/1996,180,Independiente Medellín,62
Z. Jules,21,02/07/1997,190,Walsall,62
E. Ntim,23,12/03/1996,179,Valenciennes FC,62
G. Miller,20,11/08/1998,178,Barnsley,62
U. Sale,23,27/08/1995,179,Viking FK,62
L. Malagón,22,02/03/1997,179,Monarcas Morelia,62
F. Mac Allister,23,30/10/1995,176,Argentinos Juniors,62
Y. Karabelyov,23,23/01/1996,174,Bulgaria,62
P. Asmah,23,25/01/1996,172,Atalanta,62
J. Möbius,22,21/04/1997,179,Karlsruher SC,62
R. Meshino,21,18/06/1998,171,Gamba Osaka,62
D. Casey,21,29/10/1997,183,Cork City,62
A. Brorsson,20,08/05/1999,188,Örebro SK,62
J. de Lange,21,01/04/1998,188,FC Twente,62
M. Raguž,21,10/06/1998,186,LASK Linz,62
F. Mussa,23,21/06/1996,170,CD Tenerife,62
J. Hernández,22,26/06/1997,170,Atlanta United,62
E. Calvillo,21,02/01/1998,170,San Jose Earthquakes,62
A. Roldan,22,28/07/1996,178,Seattle Sounders FC,62
B. Källman,20,17/08/1998,182,Viking FK,62
M. Gueye,21,04/12/1997,186,AS Nancy Lorraine,62
Rubén Enri,21,10/04/1998,180,UD Almería,62
Iván,22,26/04/1997,182,Real Betis,62
C. Weberg,21,22/05/1998,184,Helsingborgs IF,62
Y. Iwasaki,21,11/06/1998,172,Hokkaido Consadole Sapporo,62
M. Sykes,21,04/08/1997,182,Oxford United,62
J. Larsson,20,09/01/1999,178,Örebro SK,62
B. Tutu,21,11/01/1998,193,Stade Malherbe Caen,62
Edgar,22,01/04/1997,193,Real Betis,62
C. Halper,21,21/05/1998,179,SV Mattersburg,62
A. Tordai,22,11/03/1997,193,FC Viitorul,62
M. Vihmann,23,05/10/1995,195,St. Johnstone FC,62
C. Costin,21,17/06/1998,177,FC Voluntari,62
A. Schmidt,21,19/01/1998,193,Wolfsberger AC,62
Javi Gómez,20,10/01/1999,174,CF Fuenlabrada,62
W. Britto,22,15/12/1996,182,FC Zürich,62
Breno,19,01/01/2000,179,Boavista FC,62
M. Marin,20,30/08/1998,180,Pisa,62
F. Maistro,21,05/04/1998,178,US Salernitana 1919,62
A. Ibrahim,21,02/01/1998,171,FC Paços de Ferreira,62
Y. Annor,21,03/12/1997,179,CF Fuenlabrada,62
J. Turnbull,24,31/10/1994,185,Northampton Town,62
J. Anderson,23,16/05/1996,188,Bradford City,62
G. Zabret,23,18/08/1995,187,Oldham Athletic,62
J. Bartosz,22,13/08/1996,183,Wisła Kraków,62
B. Kennedy,22,12/01/1997,178,Stevenage,62
T. King,24,09/03/1995,192,Newport County,62
C. Lindquist,23,30/10/1995,181,Strømsgodset IF,62
E. Sanhueza,23,29/01/1996,179,Audax Italiano,62
J. Thompson,22,03/01/1997,175,Blackpool,62
A. D'Egidio,23,30/06/1996,186,Pisa,62
L. Zanon,22,04/07/1996,177,Pordenone,62
J. Mondal,22,27/03/1997,176,Forest Green Rovers,62
J. Victoria,23,24/01/1996,164,Granada CF,62
C. Johnson,21,10/03/1998,188,Wolverhampton Wanderers,62
A. Dzabana,22,25/03/1997,171,Le Havre AC,62
A. Di Nardo,20,30/09/1998,183,Sampdoria,62
A. Ildız,22,29/11/1996,181,Yeni Malatyaspor,62
L. Jensen,22,19/05/1997,175,FSV Zwickau,62
R. Torres,22,26/08/1996,172,Tigres U.A.N.L.,62
M. Ambrosiewicz,21,24/05/1998,184,Górnik Zabrze,62
L. Woolfenden,20,21/10/1998,183,Ipswich Town,62
L. Spence,23,28/01/1996,179,Ross County FC,62
T. Bonga,22,10/01/1997,196,Chemnitzer FC,62
L. Pfeiffer,22,20/08/1996,196,FC Würzburger Kickers,62
V. Vanbaleghem,22,09/10/1996,186,La Berrichonne de Châteauroux,62
Otaño,23,19/07/1995,184,CD Tenerife,62
Sergio Gónzalez,22,14/05/1997,184,Cádiz CF,62
E. Kamsoba,23,27/06/1996,164,Melbourne Victory,62
T. Watanabe,22,05/02/1997,184,FC Tokyo,62
F. Ramírez,22,01/04/1997,183,CD O'Higgins,62
Anderson,21,03/01/1998,184,SCR Altach,62
S. Juma,20,08/07/1998,173,Al Ain FC,62
O. Vâlceanu,22,13/10/1996,187,Academica Clinceni,62
Z. Sanusi,22,13/06/1997,182,Santa Clara,62
L. Cuppone,21,06/08/1997,178,Pisa,62
B. Alceus,23,01/02/1996,173,Paris FC,62
Andrés García,23,11/05/1996,181,CD Mirandés,62
Fran Castillo,22,30/01/1997,175,Albacete BP,62
K. Dimitrov,22,27/02/1997,190,Bulgaria,62
G. Méndez,24,26/08/1994,180,Unión de Santa Fe,62
J. Houghton,23,09/11/1995,183,Milton Keynes Dons,62
J. Weir,23,04/08/1995,177,Bolton Wanderers,62
V. Vevatne,24,07/12/1994,183,Viking FK,62
M. Cubillos,23,06/02/1996,170,Deportes Iquique,62
Julio Rodríguez,23,07/12/1995,193,FC Voluntari,62
Fran Serrano,24,20/04/1995,192,Granada CF,62
T. Casali,23,14/11/1995,191,SV Mattersburg,62
J. Gerezgiher,23,09/10/1995,176,SG Sonnenhof Großaspach,62
T. Denton,23,06/09/1995,176,Stevenage,62
L. Cueto,23,24/03/1996,175,SC Preußen Münster,62
Ba Dun,23,16/09/1995,181,Beijing Sinobo Guoan FC,62
A. Arnarson,23,27/08/1995,180,Górnik Zabrze,62
L. Desmond,24,22/01/1995,183,St. Patrick's Athletic,62
M. Maria,24,31/01/1995,176,Adelaide United,62
M. Sarr,22,05/01/1997,190,Bologna,62
D. Agyei,22,01/06/1997,183,Oxford United,62
M. Hauptmeijer,22,18/03/1997,191,PEC Zwolle,62
A. Baker,22,30/10/1996,178,Sheffield Wednesday,62
M. Seck,23,23/02/1996,176,Roma,62
K. Shiihashi,22,20/06/1997,177,Vegalta Sendai,62
S. Ibrahim,22,19/12/1996,177,FK Haugesund,62
Bueno,23,24/08/1995,182,Kashima Antlers,62
T. Nijhuis,20,25/07/1998,196,FC Utrecht,62
J. Arak,24,02/04/1995,183,Lechia Gdańsk,62
A. Al Shammary,23,15/08/1995,178,Al Shabab,62
Lee Sang Min,24,22/05/1995,176,Suwon Samsung Bluewings,62
L. Banks,22,14/04/1997,183,Sligo Rovers,62
D. Cancola,22,23/10/1996,183,TSV Hartberg,62
K. Yoshio,21,28/06/1998,168,Vegalta Sendai,62
M. Degerlund,21,16/03/1998,195,Hammarby IF,62
B. Kyere,24,01/07/1995,188,Viktoria Köln,62
L. Scherff,22,14/07/1996,175,FC Hansa Rostock,62
S. Ntiya-Ntiya,22,06/10/1996,166,Kaizer Chiefs,62
A. Eisa,23,05/01/1996,180,Scunthorpe United,62
Zhang Yu,25,07/05/1994,188,Beijing Sinobo Guoan FC,62
T. Barlow,23,08/07/1995,188,New York Red Bulls,62
V. Pinson,23,22/02/1996,177,Stade de Reims,62
J. Hildebrandt,22,08/12/1996,184,FC Hansa Rostock,62
M. Krauß,22,24/11/1996,170,SpVgg Unterhaching,62
M. Malec,24,04/04/1995,190,Pogoń Szczecin,62
K. Velasco,22,30/04/1997,172,Deportivo Cali,62
R. Polley,20,28/12/1998,183,ADO Den Haag,62
C. Arano,24,23/02/1995,187,Bolivia,62
R. Kojima,22,30/01/1997,183,Oita Trinita,62
O. Camara,20,28/12/1998,169,Vålerenga Fotball,62
E. Cuello,22,02/01/1997,180,LA Galaxy,62
Y. Ackah,20,01/06/1999,169,Boavista FC,62
E. Ramaj,23,26/04/1996,175,FC Hansa Rostock,62
B. Pichler,21,20/07/1997,184,FK Austria Wien,62
J. Julio,22,03/09/1996,190,Once Caldas,62
N. Havenaar,24,16/02/1995,198,FC Thun,62
T. Çetin,22,08/01/1997,193,Çaykur Rizespor,62
Y. Senesi,22,26/01/1997,180,Venezia FC,62
C. Kane,24,05/09/1994,181,St. Johnstone FC,62
R. Hall-Johnson,24,09/05/1995,173,Northampton Town,62
J. Morias,23,04/07/1995,173,Northampton Town,62
Park Ji Soo,25,14/06/1994,184,Guangzhou Evergrande Taobao FC,62
Isi,23,28/10/1995,171,Granada CF,62
H. White,24,15/04/1995,185,Mansfield Town,62
A. Mehring,25,19/04/1994,190,Godoy Cruz,62
M. Reule,25,01/02/1994,188,SG Sonnenhof Großaspach,62
H. Kyprianou,22,16/03/1997,182,Southend United,62
C. Dummigan,23,02/06/1996,180,Dundalk,62
S. Chihadeh,24,25/08/1994,183,FC Thun,62
P. Cappelluzzo,23,09/06/1996,182,Hellas Verona,62
G. Oakley,23,18/11/1995,187,Hamilton Academical FC,62
J. Rose,24,31/01/1995,191,Walsall,62
M. Maier,23,18/12/1995,176,FC Admira Wacker Mödling,62
D. Castañeda,24,26/01/1995,184,Patriotas Boyacá FC,62
S. Mandash,24,17/10/1994,167,Al Ahli,62
M. Romero,23,01/02/1996,176,Argentinos Juniors,62
T. Dasquet,25,03/06/1994,180,Le Mans FC,62
S. Musiolik,23,19/05/1996,193,Raków Częstochowa,62
E. Verstappen,25,19/05/1994,196,FC Würzburger Kickers,62
K. Knoyle,22,14/09/1996,177,Cambridge United,62
I. Diallo,22,12/08/1996,175,KAS Eupen,62
J. Maguire,23,18/01/1996,179,Accrington Stanley,62
J. Velásquez,24,02/05/1995,174,Independiente Santa Fe,62
S. McCoulsky,22,06/01/1997,183,Forest Green Rovers,62
K. Shimura,23,27/04/1996,186,Júbilo Iwata,62
Park Dong Jin,24,10/12/1994,185,FC Seoul,62
S. Çakır,22,17/07/1996,172,Trabzonspor,62
Sito,22,18/11/1996,180,Valencia CF,62
M. Heinrich,21,03/07/1997,180,SpVgg Unterhaching,62
H. Al Habib,24,14/09/1994,183,Al Hazem,62
R. Jendrusch,23,28/05/1996,191,FC Erzgebirge Aue,62
R. Crișan,23,27/04/1996,197,Astra Giurgiu,62
R. Kaib,22,08/05/1997,178,IF Elfsborg,62
J. Romil,24,27/12/1994,185,Valenciennes FC,62
H. Keyta,24,17/12/1994,184,FC Viitorul,62
M. Troiani,22,21/07/1996,180,Chievo Verona,62
A. Al Joui,24,02/03/1995,171,Al Taawoun,62
Liu Junshuai,24,10/01/1995,187,Shandong Luneng TaiShan FC,62
C. Kablan,24,30/11/1994,176,FC Thun,62
R. Çağıran,24,01/01/1995,176,Yeni Malatyaspor,62
L. Watkowiak,23,06/03/1996,197,SV Wehen Wiesbaden,62
Rubén López,24,24/06/1995,184,Cracovia,62
F. Langsdorf,23,14/12/1995,178,Portland Timbers,62
K. Yamaguchi,23,17/01/1996,175,Kashima Antlers,62
K. Krolicki,23,15/03/1996,178,Montreal Impact,62
F. Rieder,23,16/05/1996,174,WSG Tirol,62
U. Nissilä,23,04/04/1996,174,SV Zulte-Waregem,62
Jordi Sánchez,24,11/11/1994,190,Valencia CF,62
A. Rossipal,23,06/06/1996,184,SV Sandhausen,62
F. Golfo,24,05/09/1994,165,Trapani,62
Y. Koike,22,06/11/1996,170,Kashima Antlers,62
Y. Soma,22,25/02/1997,165,Kashima Antlers,62
S. Dieckmann,23,16/01/1996,187,SV Sandhausen,62
M. Bu Sanda,24,20/01/1995,185,Al Ain FC,62
A. Frías,21,17/03/1998,185,Defensa y Justicia,62
V. Mora,19,17/03/2000,168,Pachuca,62
Z. Lepasa,22,19/03/1997,180,Orlando Pirates,62
R. Ince,26,08/11/1992,191,Cheltenham Town,62
L. Angol,24,04/08/1994,187,Leyton Orient,62
S. Kelly,25,01/11/1993,191,Ross County FC,62
J. Fabri,25,05/02/1994,183,Stade Brestois 29,62
S. Facey,24,07/01/1995,177,Walsall,62
L. Roberts,24,24/11/1994,193,Walsall,62
P. Stępiński,24,16/01/1995,178,Wisła Płock,62
T. Söderström,25,04/01/1994,188,Hammarby IF,62
J. Valencia,26,19/03/1993,183,Rionegro Águilas,62
H. Gjesdal,25,19/07/1993,192,Kristiansund BK,62
J. Jesgarzewski,25,26/01/1994,180,SV Meppen,62
A. Boniotti,24,23/03/1995,179,Brescia,62
K. Aktaş,24,29/01/1995,182,Gazişehir Gaziantep F.K.,62
F. Rodríguez,23,14/09/1995,177,FC Lugano,62
G. Jones,23,13/10/1995,178,Fleetwood Town,62
M. Anaba,25,30/12/1993,177,AFC Eskilstuna,62
A. Al Ammar,25,01/03/1994,177,Al Ittihad,62
F. Schröter,23,23/01/1996,177,SpVgg Unterhaching,62
T. Hudson-Wihongi,24,27/03/1995,185,Wellington Phoenix,62
A. Fallatah,25,14/06/1994,181,Al Ittihad,62
Xu Xin,25,19/04/1994,179,Guangzhou Evergrande Taobao FC,62
F. Eguelfi,24,19/01/1995,178,Frosinone,62
J. Kayser,22,22/07/1996,171,Tiburones Rojos de Veracruz,62
H. Smith,24,18/05/1995,196,Northampton Town,62
M. Hamrol,25,31/12/1993,195,FC Emmen,62
N. Roa,25,24/02/1994,182,Deportivo Pasto,62
Kim Dong Min,24,08/08/1994,180,Incheon United FC,62
M. Bauer,24,23/02/1995,175,SpVgg Unterhaching,62
T. Hagn,24,28/02/1995,186,SpVgg Unterhaching,62
M. Yandaş,24,19/08/1994,175,Sivasspor,62
J. Medina,24,27/02/1995,180,América de Cali,62
S. Barratt,23,25/08/1995,188,Southend United,62
H. Hankić,25,29/06/1994,187,FC Botoşani,62
Y. Takaoka,23,16/03/1996,181,Sagan Tosu,62
Nguyen Cong Phuong,24,21/01/1995,168,Sint-Truidense VV,62
S. Nago,23,17/04/1996,168,Kashima Antlers,62
A. Bamba,25,25/05/1994,176,FC Nantes,62
R. López,25,16/04/1994,192,CD O'Higgins,62
K. Nakagawa,23,03/07/1995,175,Yokohama F. Marinos,62
J. Allevinah,24,27/02/1995,172,Clermont Foot 63,62
M. Gottschling,25,14/05/1994,183,Viktoria Köln,62
Bruno Xavier,22,27/11/1996,178,CD Aves,62
F. Stritzel,25,31/01/1994,197,SV Darmstadt 98,62
K. Kennedy,25,23/09/1993,183,Port Vale,62
P. Erhardt,25,10/09/1993,185,SV Mattersburg,62
G. Andonian,24,07/02/1995,185,AC Ajaccio,62
D. Conroy,23,11/12/1995,181,Swindon Town,62
S. Flochon,26,19/01/1993,181,FC Chambly Oise,62
O. Threlkeld,25,15/02/1994,182,Salford City,62
R. Duraković,25,21/03/1994,196,SCR Altach,62
D. Chávez,24,11/05/1995,182,Tiburones Rojos de Veracruz,62
L. Jackson,24,12/03/1995,194,Newcastle Jets,62
J. McGing,25,22/05/1994,184,Brisbane Roar,62
K. Drzazga,24,20/06/1995,179,Wisła Kraków,62
Park Jeong Su,25,12/04/1994,188,Sagan Tosu,62
Song Si Woo,25,28/08/1993,174,Sangju Sangmu FC,62
S. Cleveland,25,24/05/1994,188,Chicago Fire,62
J. Delem,26,18/03/1993,180,Seattle Sounders FC,62
P. Soiri,24,22/09/1994,183,Esbjerg fB,62
K. Brünker,25,10/06/1994,190,SG Sonnenhof Großaspach,62
E. Opoku,21,01/08/1997,170,Columbus Crew SC,62
Guima,23,14/11/1995,181,LKS Lodz,62
Y. Carabali,25,06/08/1993,180,Cúcuta Deportivo,62
D. Graur,24,27/12/1994,178,Astra Giurgiu,62
L. Öhman,27,09/10/1991,191,Grimsby Town,62
H. Davis,27,24/09/1991,185,Grimsby Town,62
M. Ziereis,26,26/08/1992,185,TSV 1860 München,62
J. Szumski,27,06/03/1992,194,Raków Częstochowa,62
K. Forenc,26,17/07/1992,191,Zagłębie Lubin,62
C. Bolger,27,12/03/1992,196,Lincoln City,62
L. Burge,26,09/01/1993,180,Sunderland,62
L. Dennis,26,09/10/1992,185,Leyton Orient,62
J. Reeves,26,30/06/1993,173,Bradford City,62
S. Lang,25,14/08/1993,178,Viktoria Köln,62
B. Ntambwe,26,29/04/1993,188,Macclesfield Town,62
C. Howieson,24,22/12/1994,180,New Zealand,62
G. Buckley,25,19/08/1993,185,Cork City,62
B. Turgott,25,22/05/1994,183,Östersunds FK,62
Rafinha,25,05/08/1993,177,Kalmar FF,62
H. Hafidi,26,09/02/1993,184,Le Mans FC,62
B. Waters,24,15/10/1994,173,Northampton Town,62
J. Cranston,25,11/11/1993,180,Morecambe,62
C. Wilkinson,24,23/01/1995,191,Leyton Orient,62
K. Piedrahita,28,18/06/1991,185,La Equidad,62
M. Larenas,25,27/07/1993,173,Unión Española,62
C. Stanko,25,26/07/1993,180,FC Cincinnati,62
M. Koj,25,28/07/1993,188,Górnik Zabrze,62
J. Henestrosa,25,19/06/1994,165,Tiburones Rojos de Veracruz,62
C. Johansson,25,23/05/1994,185,Falkenbergs FF,62
R. Kitto,24,09/08/1994,182,Adelaide United,62
Zheng Kaimu,27,28/01/1992,185,Tianjin TEDA FC,62
A. Buzbuchi,25,31/10/1993,190,FC Viitorul,62
N. Smith,23,03/04/1996,182,Port Vale,62
Lin Chuangyi,26,28/01/1993,178,Shanghai SIPG FC,62
Zhang Xiaobin,25,23/10/1993,188,Tianjin Quanjian FC,62
B. Richards-Everton,27,17/10/1991,190,Bradford City,62
M. Festa,27,06/06/1992,190,Crotone,62
Ian González,26,11/02/1993,189,Atlético de San Luis,62
Liao Junjian,25,27/01/1994,183,Wuhan Zall,62
S. Nakahara,25,19/05/1994,177,Vegalta Sendai,62
D. Sugimoto,25,15/07/1993,187,Yokohama F. Marinos,62
J. Albert,27,21/01/1992,185,Clermont Foot 63,62
D. Campos,23,01/10/1995,178,Chicago Fire,62
H. Silveira,26,23/05/1993,189,Patronato,62
K. Sheppard,25,26/11/1993,190,Newcastle Jets,62
B. Mwila,25,16/06/1994,182,SCR Altach,62
N. Fukumori,26,29/08/1992,183,Shimizu S-Pulse,62
F. Lasso,26,11/05/1993,198,FC Cincinnati,62
S. Santin,25,15/06/1994,181,WSG Tirol,62
C. Vega,25,17/09/1993,180,Central Córdoba,62
A. Wiss,28,21/08/1990,180,FC St. Gallen,62
B. Hamill,26,18/09/1992,185,Western United FC,62
J. Ericsson,25,17/09/1993,180,Falkenbergs FF,62
Y. Songo'o,27,17/11/1991,185,Scunthorpe United,62
C. Good,26,23/03/1993,187,Melbourne City FC,62
E. Hewitt,25,30/05/1994,180,Grimsby Town,62
H. Bos,26,12/11/1992,172,FC Emmen,62
K. Adorján,26,19/01/1993,184,Virtus Entella,62
S. Sama,26,05/03/1993,189,Heracles Almelo,62
Z. Francis-Angol,26,30/06/1993,173,Accrington Stanley,62
N. Townsend,24,01/11/1994,181,Newport County,62
J. Hessenthaler,25,20/04/1994,176,Grimsby Town,62
G. Mhango,26,27/09/1992,178,Orlando Pirates,62
T. Väyrynen,26,30/03/1993,191,HJK Helsinki,62
A. Paroni,29,14/10/1989,190,Virtus Entella,62
Zheng Dalun,25,11/02/1994,170,Tianjin Quanjian FC,62
T. Doyle,27,30/06/1992,184,Chemnitzer FC,62
S. Ring,24,18/04/1995,178,Grimsby Town,62
E. Nielsen,25,08/11/1993,175,Lyngby BK,62
H. Futami,27,20/03/1992,179,Shimizu S-Pulse,62
Lee Min Gi,26,19/05/1993,176,Sangju Sangmu FC,62
E. Guerrero,28,31/01/1991,180,CD Palestino,62
Pedro Henrique,26,14/06/1993,184,Chamois Niortais Football Club,62
N. Boxall,27,24/02/1992,183,New Zealand,62
T. Rotter,27,27/01/1992,188,TSV Hartberg,62
M. Cikarski,26,06/01/1993,174,Gaz Metan Mediaş,62
K. Kościelny,27,04/08/1991,185,Raków Częstochowa,62
M. Pato,26,04/09/1992,177,Central Córdoba,62
B. Yaméogo,25,28/12/1993,171,Chindia Târgovişte,62
G. Woods,29,01/01/1990,185,Oldham Athletic,62
L. Rath,27,18/01/1992,183,SV Mattersburg,62
Hou Sen,30,30/06/1989,188,Beijing Sinobo Guoan FC,62
L. Hodson,27,02/10/1991,174,Gillingham,62
S. Arnold,29,22/08/1989,186,Northampton Town,62
D. Parrett,27,16/11/1991,178,Stevenage,62
Joaquim Adão,26,14/07/1992,176,FC Sion,62
E. İşcan,27,19/07/1991,197,Kayserispor,62
R. Lopes,27,17/06/1992,186,Shamrock Rovers,62
K. Pogrebnyak,27,27/06/1992,185,Falkenbergs FF,62
J. Jakubov,30,01/02/1989,190,Chemnitzer FC,62
R. McCabe,26,24/07/1992,177,St. Patrick's Athletic,62
J. Guthrie,26,29/07/1992,192,Livingston FC,62
A. Al Owayshir,28,13/05/1991,185,Al Shabab,62
F. Tchenkoua,26,01/10/1992,173,FC Carl Zeiss Jena,62
M. Al Amri,27,26/11/1991,177,Al Raed,62
F. Ohandza,27,28/09/1991,179,Henan Jianye FC,62
A. Al Jadani,28,06/03/1991,180,Al Wehda,62
J. Clisby,27,16/02/1992,180,Central Coast Mariners,62
D. Valencia,28,31/05/1991,187,Alianza Petrolera,62
D. Kudła,27,21/03/1992,189,Górnik Zabrze,62
A. Kenyon,26,17/07/1992,182,Morecambe,62
D. Poggenberg,27,28/03/1992,184,SG Sonnenhof Großaspach,62
Kim Won Gun,27,01/05/1992,186,FC Seoul,62
O. Muzayil,26,25/07/1992,173,Al Fayha,62
H. Jafry,27,27/07/1991,177,Al Fayha,62
M. Al Najrani,26,25/01/1993,175,Ettifaq FC,62
L. Canotto,25,19/05/1994,178,Castellammare di Stabia,62
M. Perg,27,16/09/1991,185,Puebla FC,62
E. Figueroa,28,04/01/1991,184,Unión La Calera,62
Lee Min Soo,27,11/01/1992,179,Gangwon FC,62
A. Mabaso,28,15/05/1991,173,Orlando Pirates,62
H. Abou Demba,27,31/12/1991,177,Grenoble Foot 38,62
S. Gölles,27,04/10/1991,188,Wolfsberger AC,62
J. Branger-Engone,25,05/07/1993,184,Oldham Athletic,62
M. Bakhit,27,05/01/1992,167,Al Hazem,62
K. Zapolnik,26,09/09/1992,182,Górnik Zabrze,62
J. Guevara,27,04/05/1992,193,Deportivo Pasto,62
Z. Koné,27,27/10/1991,182,Chamois Niortais Football Club,62
S. Popovici,26,23/03/1993,181,FC Hermannstadt,62
P. Petrescu,26,29/06/1993,176,FC Hermannstadt,62
B. Barbu,27,13/04/1992,178,Academica Clinceni,62
A. Buziuc,25,15/03/1994,174,Academica Clinceni,62
F. Toplitsch,27,07/09/1991,173,WSG Tirol,62
E. Romero,27,23/03/1992,180,Central Córdoba,62
Odei,29,07/12/1989,180,CD Mirandés,62
A. Wilbraham,39,21/10/1979,191,Rochdale,62
C. Porter,35,12/12/1983,186,Crewe Alexandra,62
D. Cowie,36,15/02/1983,178,Ross County FC,62
J. Murphy,37,21/08/1981,188,Shrewsbury,62
A. Collin,34,09/12/1984,191,Carlisle United,62
L. Price,34,19/07/1984,191,Rotherham United,62
M. Richards,36,08/07/1982,180,Cambridge United,62
S. Bywater,38,07/06/1981,185,Burton Albion,62
C. Woodman,36,22/12/1982,175,Exeter City,62
L. McCormick,35,15/08/1983,183,Swindon Town,62
P. Gori,39,10/05/1980,189,Benevento,62
D. Brill,33,02/12/1985,188,Leyton Orient,62
M. McNulty,38,13/10/1980,188,Cork City,62
M. McChrystal,35,26/06/1984,185,Derry City,62
B. Rotenberg,33,19/05/1986,188,Lokomotiv Moscow,62
S. Flinders,33,12/06/1986,193,Cheltenham Town,62
C. Stefańczyk,35,21/02/1984,184,Wisła Płock,62
C. Mackail-Smith,35,25/02/1984,178,Wycombe Wanderers,62
G. MacKenzie,33,15/10/1985,191,St. Mirren,62
Liu Jian,34,20/01/1985,187,Beijing Renhe FC,62
C. Donaldson,35,07/02/1984,185,Bradford City,62
S. Wiseman,33,13/12/1985,183,Salford City,62
J. Hoyte,34,20/11/1984,178,FC Cincinnati,62
M. Tørnes,33,08/01/1986,187,Brøndby IF,62
M. Rose,36,28/07/1982,180,Macclesfield Town,62
S. Strømnes,32,19/03/1987,186,Stabæk Fotball,62
C. Neal,33,23/10/1985,186,Salford City,62
D. Avdić,30,05/09/1988,193,AFC Eskilstuna,62
J. Byrom,32,14/09/1986,183,Stevenage,62
T. Robinson,30,22/01/1989,174,Southend United,62
B. Graham,31,23/11/1987,188,Ross County FC,62
A. Stachowiak,32,18/12/1986,190,Denizlispor,62
C. Andrew,32,19/12/1986,188,Rochdale,62
P. Kristensen,32,28/04/1987,173,Aalborg BK,62
M. van Duin,32,11/02/1987,190,FC Groningen,62
Ha Dae Sung,34,02/03/1985,182,FC Seoul,62
T. Joza,32,10/08/1986,173,Falkenbergs FF,62
E. Nouri,33,22/07/1985,181,Kalmar FF,62
S. Vincent,32,02/09/1986,174,Le Mans FC,62
A. Marciniak,30,28/09/1988,186,Arka Gdynia,62
A. Danch,31,15/12/1987,180,Arka Gdynia,62
Cao Yang,37,15/12/1981,187,Tianjin TEDA FC,62
Yang Shanping,31,28/10/1987,188,Dalian YiFang FC,62
Yu Ziqian,34,03/06/1985,195,Dalian YiFang FC,62
C. Daniel,31,15/02/1988,180,Burton Albion,62
M. Simon,33,22/01/1986,188,Central Coast Mariners,62
P. Malinowski,35,24/03/1984,170,Raków Częstochowa,62
J. Smith,32,07/01/1987,184,Crawley Town,62
E. Parish,29,20/05/1990,188,St. Johnstone FC,62
O. Lancashire,30,26/08/1988,186,Crewe Alexandra,62
M. Bartley,32,04/07/1986,180,Livingston FC,62
J. Dayton,30,12/12/1988,172,Leyton Orient,62
M. Green,32,02/01/1987,184,Grimsby Town,62
I. Bermingham,30,16/06/1989,177,St. Patrick's Athletic,62
C. Gauseth,35,20/06/1984,189,Mjøndalen IF,62
